year,crime,district,neighborhood,address,description
2014-05,241100,1,6,5230 LOUGHBOROUGH AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,3,16,3454 KEOKUK ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,4,35,200 S TUCKER BLVD,DRUGS-POSSESSION/MARIJUANA
2014-05,266510,6,76,5937 SALOMA AVE,PUBLIC ORDER-TRESPASSING
2014-05,266999,5,50,5535 GREER AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,4,63,3200 N 20TH ST,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,2,39,4511 MANCHESTER AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,241100,3,16,4052 NEBRASKA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,6,74,8743 PARTRIDGE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,5,38,305 N VANDEVENTER AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,4,35,812 N 2ND ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,250000,4,35,1155 WASHINGTON AVE,LOITERING-BEGGING
2014-05,266999,6,72,4975 PLOVER AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,3,30,3232 MICHIGAN AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,36,1441 SPRUCE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,5,48,5628 ENRIGHT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,3,31,2630 RUTGER ST,PUBLIC ORDER-TRESPASSING
2014-05,182400,1,16,4424 LOUISIANA AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,4,35,300 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,5,48,917 GOODFELLOW BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,6,66,4719 N 20TH ST,PUBLIC ORDER-TRESPASSING
2014-05,241100,5,46,6026 WATERMAN BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,3,33,1116 GRATTAN ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,229999,4,35,800 N BROADWAY,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,182400,4,36,1727 LOCUST ST,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,4,77,3501 FRANKLIN AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,1,4,4363 HAVEN ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,4,35,999 N 2ND ST,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,4,35,650 CHESTNUT ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,6,67,4127 N GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,4,36,1820 MARKET ST,PUBLIC ORDER-TRESPASSING
2014-05,182400,6,69,4898 LEE AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,6,69,4872 ANDERSON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,3,33,1218 CHOUTEAU AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,6,68,2104 E ALICE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,1,1,6210 PENNSYLVANIA AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,4,61,1802 COCHRAN PL,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,6,56,4121 LABADIE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,6,68,4500 ADELAIDE AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,6,69,4868 LEE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,61,1715 COCHRAN PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,65,3916 N FLORISSANT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,0,2708 N. FLORISSANT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,2,12,2140 HAMPTON AVE,PUBLIC ORDER-TRESPASSING
2014-05,182400,4,59,3035 CASS AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,4,61,1465 PRESERVATION PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,61,1627 OFALLON ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,6,76,5660 ACME AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,4,35,400 N 4TH,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,4,61,1700 COCHRAN PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,1,2,7429 S BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,1,17,5001 S BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,5,54,4 LEWIS PL,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,6,76,5600 ACME AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,36,1411 LOCUST ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,36,400 S 14TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,1,16,4537 ALASKA AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,3,32,1826 LASALLE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,3,16,3934 S GRAND BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,3,16,3934 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,4,37,700 S EWING AVE,PUBLIC ORDER-TRESPASSING
2014-05,266999,6,68,4278 E KOSSUTH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,5,51,1420 ACADEMY AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,5,52,5149 DR MARTIN LUTHER KING DR,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,4,36,220 S JEFFERSON AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,1,2,7700 S BROADWAY,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,1,1,6811 S BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,4,62,1413 N 8TH ST,PUBLIC ORDER-TRESPASSING
2014-05,229999,3,21,803 LAFAYETTE AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,229999,3,24,2607 GRAVOIS AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,2,14,4100 BRANNON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,1,1,6102 VIRGINIA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,5,50,5331 TERRY AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,2,15,4833 FAIRVIEW AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,250000,2,39,1100 S KINGSHIGHWAY BLVD,LOITERING-BEGGING
2014-05,266999,5,50,2603 BURD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,5,50,2603 BURD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,1,1,1020 LOUGHBOROUGH AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,35,1000 OLIVE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,6,73,5961 ERA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,6,73,5961 ERA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,3,34,800 PARK AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,6,74,824 GUSTAV AVE,PUBLIC ORDER-TRESPASSING
2014-05,182400,4,59,3018 DR MARTIN LUTHER KING DR,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,4,36,1414 CLARK AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,6,70,4333 GOODFELLOW BLVD,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,6,74,824 GUSTAV AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,2,15,3637 CHIPPEWA ST,DRUGS-POSSESSION/MARIJUANA
2014-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2014-05,266999,6,68,4114 N NEWSTEAD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,250000,5,38,400 N EUCLID AVE,LOITERING-BEGGING
2014-05,266999,5,50,2505 HODIAMONT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,4,35,200 WASHINGTON AVE,PUBLIC ORDER-TRESPASSING
2014-05,241100,5,50,3441 UNION BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,3,16,3900 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,229999,3,30,3131 CHEROKEE ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,241100,3,23,2217 INDIANA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,4,36,814 N 19TH ST,PUBLIC ORDER-TRESPASSING
2014-05,266999,3,33,1440 CASTLE LN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,6,71,4544 N KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2014-05,266510,3,18,2116 CHEROKEE ST,PUBLIC ORDER-TRESPASSING
2014-05,266999,5,50,5323 ST LOUIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,5,50,5323 ST LOUIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,229999,4,35,445 MEMORIAL DR,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266510,3,33,1500 CHOUTEAU AVE,PUBLIC ORDER-TRESPASSING
2014-05,266999,1,6,5228 NAGEL AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,229999,3,21,801 LAFAYETTE AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,182400,1,17,4500 S BROADWAY,DRUGS-POSSESSION/MARIJUANA
2014-05,266510,4,35,1 S BROADWAY,PUBLIC ORDER-TRESPASSING
2014-05,229999,4,35,900 N 2ND ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266510,4,37,700 S EWING AVE,PUBLIC ORDER-TRESPASSING
2014-05,182400,4,64,2810 N 9TH ST,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,4,35,914 OLIVE ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,1,16,3901 KEOKUK ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,2,14,5521 CHIPPEWA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,5,50,5805 SELBER CT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,4,35,200 S TUCKER BLVD,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,1,6,6411 BLOW ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,5,50,5830 SELBER CT,PUBLIC ORDER-TRESPASSING
2014-05,266999,5,50,5830 SELBER CT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,2,13,5055 ARSENAL ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,5,50,2505 HODIAMONT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,1,1,6906 PENNSYLVANIA AVE,PUBLIC ORDER-TRESPASSING
2014-05,182400,3,23,2300 SHENANDOAH AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,266510,4,37,3840 LINDELL BLVD,PUBLIC ORDER-TRESPASSING
2014-05,241100,3,25,3311 HUMPHREY ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,5,57,4429 KENNERLY AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,1,5,5024 CHRISTY AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,1,16,5000 IDAHO AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,4,67,3710 N GRAND BLVD,PUBLIC ORDER-TRESPASSING
2014-05,241100,5,52,5127 LEXINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2014-05,266510,6,70,4263 GOODFELLOW BLVD,PUBLIC ORDER-TRESPASSING
2014-05,241100,2,13,2124 PORTIS AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,2,14,5712 THOLOZAN AVE,PUBLIC ORDER-TRESPASSING
2014-05,266510,3,30,3142 CALIFORNIA AVE,PUBLIC ORDER-TRESPASSING
2014-05,266510,3,30,3142 CALIFORNIA AVE,PUBLIC ORDER-TRESPASSING
2014-05,266510,3,30,3142 CALIFORNIA AVE,PUBLIC ORDER-TRESPASSING
2014-05,266510,3,30,3142 CALIFORNIA AVE,PUBLIC ORDER-TRESPASSING
2014-05,266510,3,30,3142 CALIFORNIA AVE,PUBLIC ORDER-TRESPASSING
2014-05,266510,3,30,3142 CALIFORNIA AVE,PUBLIC ORDER-TRESPASSING
2014-05,266999,6,74,8350 N BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,6,74,8220 N BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,2,14,5608 MARQUETTE AVE,PUBLIC ORDER-TRESPASSING
2014-05,182400,5,50,5941 WABADA AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,4,65,3610 N 25TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,3,16,4113 VIRGINIA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,3,16,4113 VIRGINIA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,3,16,3954 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,1,16,3901 KEOKUK ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,250000,4,62,1100 N BROADWAY,LOITERING-BEGGING
2014-05,182400,5,50,5623 KENNERLY AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,4,77,3851 WINDSOR PL,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,5,51,5046 PAGE BLVD,PUBLIC ORDER-TRESPASSING
2014-05,266999,3,26,3510 RUSSELL AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,3,26,3510 RUSSELL AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,3,26,3510 RUSSELL AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,37,3541 LACLEDE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,3,23,2050 ALLEN AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,250000,4,64,0 N 9TH ST / MCKINLEY BRG,LOITERING-BEGGING
2014-05,182400,4,36,1720 MARKET ST,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,1,4,4045 WEBER RD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,2,15,3417 GRACE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,6,55,3330 N KINGSHIGHWAY BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,1,6,5233 ROBERT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,1,6,5233 ROBERT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,4,61,1625 OFALLON ST,DRUGS-POSSESSION/MARIJUANA
2014-05,266510,5,38,212 N KINGSHIGHWAY BLVD,PUBLIC ORDER-TRESPASSING
2014-05,266510,3,33,1456 KEALTY LN,PUBLIC ORDER-TRESPASSING
2014-05,241100,1,2,8202 MINNESOTA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,4,36,1600 PINE ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,6,74,8984 EDNA ST,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,1,7,4721 S KINGSHIGHWAY BLVD,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,4,36,0 N 14TH ST / LOCUST ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,241100,3,16,3939 PENNSYLVANIA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,6,76,5758 ERA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,3,21,1845 S 10TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,2,14,0 LAWN AVE / PERNOD AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,3,25,3150 HALLIDAY AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,4,35,420 S 8TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,229999,4,36,1450 LOCUST ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,241100,4,36,1212 WASHINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,35,601 CLARK AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,77,3868 DR MARTIN LUTHER KING DR,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,1,5,4500 RIDGEWOOD AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,3,30,3253 OREGON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,3,19,3411 S JEFFERSON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,229999,4,36,351 N 14TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,229999,4,36,1451 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,229999,4,36,1300 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,182400,1,16,4001 GILES AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,4,35,200 S TUCKER BLVD,DRUGS-POSSESSION/MARIJUANA
2014-05,250000,3,24,2851 GRAVOIS AVE,LOITERING-BEGGING
2014-05,266999,2,15,4268 MIAMI ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,4,60,1801 MARKET ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,36,1700 MARKET ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,3,21,816 GEYER AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,5,46,6096 WESTMINSTER PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,6,69,4484 ANDERSON AVE,PUBLIC ORDER-TRESPASSING
2014-05,250000,4,37,0 S GRAND BLVD / I 64 WESTBOUND,LOITERING-BEGGING
2014-05,229999,4,59,2501 N GRAND BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,4,37,3560 SCOTT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,2,39,4215 ARCO AVE,PUBLIC ORDER-TRESPASSING
2014-05,250000,2,39,1000 S KINGSHIGHWAY BLVD,LOITERING-BEGGING
2014-05,266999,2,10,6650 MANCHESTER AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,5,38,4949 BARNES JEWISH HOSPITAL PLZ,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,4,36,1700 CHESTNUT ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266510,3,34,1204 S 11TH ST,PUBLIC ORDER-TRESPASSING
2014-05,229999,4,35,1110 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,182400,4,65,4259 BLAIR AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,3,31,2659 CAROLINE ST,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,1,17,3009 MOUNT PLEASANT ST,DRUGS-POSSESSION/MARIJUANA
2014-05,250000,3,21,1324 RUSSELL AVE,LOITERING-BEGGING
2014-05,229999,4,36,310 N 17TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,241100,4,66,2125 BISSELL ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,4,35,211 N BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,5,46,303 DE BALIVIERE AVE,PUBLIC ORDER-TRESPASSING
2014-05,266999,6,66,3851 W FLORISSANT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,6,56,3111 N NEWSTEAD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,4,36,1601 OLIVE ST,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,5,58,4324 DR MARTIN LUTHER KING DR,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,250000,1,5,0 DELOR ST / MORGANFORD RD,LOITERING-BEGGING
2014-05,229999,4,77,3206 BELL AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,182400,3,33,1400 RUTGER LN,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,3,31,2664 RUTGER ST,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,5,50,3607 HAMILTON,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,5,58,4073 W BELLE PL,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,3,31,2625 LAFAYETTE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,2,14,3920 HAMPTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,6,67,3824 W FLORISSANT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,6,68,4034 W FLORISSANT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,4,35,1000 WASHINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,4,61,1452 CASS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,60,2707 RAUSCHENBACH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,6,68,4129 W FLORISSANT AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,229999,4,77,401 N VANDEVENTER AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,241100,4,36,1420 SPRUCE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,1,17,4345 S BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,3,33,1330 CHOUTEAU AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,1,16,3405 ITASKA ST,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,4,59,2501 N GRAND BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,250000,4,35,100 S BROADWAY,LOITERING-BEGGING
2014-05,250000,2,39,4500 MANCHESTER AVE,LOITERING-BEGGING
2014-05,182400,4,36,321 N 14TH ST,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,4,66,2000 BISSELL ST,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,4,65,4100 N 22ND ST,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,6,76,5929 SHERRY AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,3,16,3934 S GRAND BLVD,PUBLIC ORDER-TRESPASSING
2014-05,266510,4,35,1 S BROADWAY,PUBLIC ORDER-TRESPASSING
2014-05,182400,2,13,4939 KEMPER AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,6,69,4833 SACRAMENTO AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,3,21,2348 S 12TH ST,DRUGS-POSSESSION/MARIJUANA
2014-05,266510,5,48,5535 DELMAR BLVD,PUBLIC ORDER-TRESPASSING
2014-05,182400,4,61,1400 OFALLON ST,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,5,38,410 S EUCLID AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,2,81,0 S KINGSHIGHWAY BLVD / MAGNOLIA,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,6,74,819 GUSTAV AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,6,74,830 GUSTAV,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,61,1641 COLE ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,1,5,0 MORGANFORD RD / NEOSHO ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,2,15,4444 THOLOZAN AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
