year,crime,district,neighborhood,address,description
2014-05,229999,4,36,315 N 14TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,250000,4,36,1500 PINE ST,LOITERING-BEGGING
2014-05,241100,6,55,3330 N KINGSHIGHWAY BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,250000,4,35,1001 WASHINGTON AVE,LOITERING-BEGGING
2014-05,229999,4,36,1401 MARKET ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,241100,1,2,7409 MICHIGAN AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,229999,4,62,1517 N 13TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,182400,4,35,200 S TUCKER BLVD,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,6,64,5300 BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,3,25,3430 S GRAND BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,6,67,4344 WARNE AVE,PUBLIC ORDER-TRESPASSING
2014-05,266999,3,18,3640 KOSCIUSKO ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,4,65,4029 N 22ND ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,5,46,6154 WASHINGTON AVE,PUBLIC ORDER-TRESPASSING
2014-05,266999,4,36,0 N 14TH ST / WASHINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,6,68,4103 CLARENCE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,250000,2,41,1100 HAMPTON AVE,LOITERING-BEGGING
2014-05,250000,4,36,0 N 14TH ST / CHESTNUT ST,LOITERING-BEGGING
2014-05,266999,1,16,4001 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,4,0,1206 N 9TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,1,6,5232 LOUGHBOROUGH AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,1,6,5232 LOUGHBOROUGH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,3,24,2851 GRAVOIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,3,24,2851 GRAVOIS AVE,PUBLIC ORDER-TRESPASSING
2014-05,241100,3,19,3600 OREGON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,4,77,3645 PAGE BLVD,PUBLIC ORDER-TRESPASSING
2014-05,241100,1,4,6824 SALZBURGER AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,1,6,5230 LOUGHBOROUGH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,229999,4,59,2543 N GRAND BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,241100,3,33,1200 HICKORY ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,77,956 N GRAND BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,3,18,2106 STANSBURY ST,PUBLIC ORDER-TRESPASSING
2014-05,266999,1,6,5230 LOUGHBOROUGH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,5,38,4050 DELMAR BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,3,34,1033 LASALLE PARK CT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,5,38,212 N KINGSHIGHWAY BLVD,PUBLIC ORDER-TRESPASSING
2014-05,241100,1,5,5016 CHRISTY BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,250000,1,17,0 S BROADWAY 4500 / I 55 NORTHBO,LOITERING-BEGGING
2014-05,241100,5,55,4933 COTE BRILLIANTE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,229999,4,36,0 N 15TH ST / LOCUST ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,4,36,0 I 64 EASTBOUND / S JEFFERSON A,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,3,23,2500 S JEFFERSON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,35,405 S BROADWAY,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,3,25,3230 HARTFORD ST,DRUGS-POSSESSION/MARIJUANA
2014-05,229999,4,35,328 N 4TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,241100,4,35,1015 LOCUST ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,1,1,6026 MICHIGAN AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,4,36,1551 MARKET ST,DRUGS-POSSESSION/MARIJUANA
2014-05,182400,4,36,1650 CHESTNUT ST,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,1,5,4109 CONCORDIA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,250000,4,35,300 S 8TH ST,LOITERING-BEGGING
2014-05,241100,2,42,1205 HAMPTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,1,16,3929 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,4,35,205 N 9TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,5,38,4451 FOREST PARK AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,3,16,2810 CHIPPEWA ST,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,3,33,1525 CHOUTEAU AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,3,33,1434 KEALTY LN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,3,0,1204 S. 11TH,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,3,31,1549 S JEFFERSON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,6,76,6051 SHULTE AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,4,36,111 N 15TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,5,38,4949 BARNES JEWISH HOSPITAL PLZ,PUBLIC ORDER-TRESPASSING
2014-05,266999,3,33,1400 RUTGER LN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,4,35,1130 WASHINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266510,5,38,400 S KINGSHIGHWAY BLVD,PUBLIC ORDER-TRESPASSING
2014-05,241100,5,58,4112 WEST BELLE PL,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,250000,4,35,811 SPRUCE ST,LOITERING-BEGGING
2014-05,266999,2,9,7057 CHIPPEWA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,5,50,3431 UNION BLVD,PUBLIC ORDER-TRESPASSING
2014-05,182400,6,74,8880 N BROADWAY,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,4,65,1126 FERRY ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,61,1802 COCHRAN PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,61,1434 HOGAN ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,4,37,3720 LACLEDE AVE,PUBLIC ORDER-TRESPASSING
2014-05,266999,4,61,1627 OFALLON ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,61,1228 MELVIN E COLLINS WALK,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,241100,6,66,2218 E COLLEGE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,266999,4,61,1933 CARR DR,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,59,2919 JAMES COOL PAPA BELL AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,61,1448 HOGAN ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,250000,2,40,0 I 64 EASTBOUND / S KINGSHIGHWA,LOITERING-BEGGING
2014-05,266999,4,37,3728 MARKET ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,3,33,1456 KEALTY LN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266510,6,56,2921 N NEWSTEAD AVE,PUBLIC ORDER-TRESPASSING
2014-05,266510,4,62,1307 N 9TH ST,PUBLIC ORDER-TRESPASSING
2014-05,182400,4,36,321 N 14TH ST,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,4,35,700 CLARK AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,4,36,1504 CHESTNUT ST,DRUGS-POSSESSION/MARIJUANA
2014-05,266999,4,65,1126 FERRY ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,229999,4,35,802 PINE ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,4,35,0 N 3RD ST / CARR ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,6,74,8974 EDNA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,229999,4,59,3013 BELL AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266510,5,57,4244 COTTAGE AVE,PUBLIC ORDER-TRESPASSING
2014-05,266999,4,59,2501 N GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,59,2501 N GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,266999,4,59,2501 N GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,229999,4,77,3316 SCHOOL ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,229999,4,77,3321 BELL AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,3,16,4126 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,229999,4,36,1600 OLIVE ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,229999,4,36,1501 OLIVE ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2014-05,266999,4,59,3634 GARFIELD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2014-05,182400,1,1,5422 VIRGINIA AVE,DRUGS-POSSESSION/MARIJUANA
2014-05,241100,5,38,4630 LINDELL BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,4,35,811 SPRUCE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,1,17,4218 MINNESOTA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,1,1,521 LOUGHBOROUGH AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,241100,3,16,4141 OREGON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2014-05,182400,5,52,1716 UNION BLVD,DRUGS-POSSESSION/MARIJUANA
2015-05,266999,3,30,3215 NEBRASKA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,6,69,3930 N KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,6,67,4213 LINTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,6,69,4117 SHREVE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,38,4171 LINDELL BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,24,1919 S JEFFERSON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,6,68,4442 RED BUD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,6,68,4442 RED BUD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,5,48,660 ROSEDALE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266999,6,68,4532 HARRIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,53,4904 EUCLID TER,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,30,3244 PENNSYLVANIA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,55,1905 MARCUS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,2,7,60 HAMPTON VILLAGE PLZ,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,1,4,3628 W STEINS ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,30,3244 PENNSYLVANIA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,6,66,4620 N 20TH ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,47,5655 KINGSBURY AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,48,956 HAMILTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,16,3934 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,51,1451 N KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,19,3733 VIRGINIA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,48,5628 ENRIGHT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,4,61,1450 CASS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,1,5,4321 DELOR ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,48,5622 ENRIGHT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,6,69,4587 CARTER AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,47,5370 PERSHING AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,49,5457 DELMAR BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,25,2902 S COMPTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266510,6,71,5019 UNION BLVD,PUBLIC ORDER-TRESPASSING
2015-05,266510,5,50,2603 BURD AVE,PUBLIC ORDER-TRESPASSING
2015-05,266999,3,16,3934 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,5,55,1610 N KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,2,40,4970 OAKLAND AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266999,6,64,4828 N BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,16,3105 MERAMEC ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,3,16,3105 MERAMEC ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,182400,4,59,3035 CASS AVE,DRUGS-POSSESSION/MARIJUANA
2015-05,241100,2,39,1311 TOWER GROVE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266999,3,33,1118 GRATTAN ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,182400,2,12,5101 MCREE AVE,DRUGS-POSSESSION/MARIJUANA
2015-05,266510,4,36,1820 MARKET ST,PUBLIC ORDER-TRESPASSING
2015-05,229999,4,35,1100 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,266999,3,25,3430 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,24,2607 GRAVOIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266510,3,24,2607 GRAVOIS AVE,PUBLIC ORDER-TRESPASSING
2015-05,266999,3,24,2714 ACCOMAC ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,16,3934 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266510,3,16,3934 S GRAND BLVD,PUBLIC ORDER-TRESPASSING
2015-05,266999,3,16,3105 MERAMEC ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,6,68,4418 HARRIS AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266510,5,38,4399 FOREST PARK AVE,PUBLIC ORDER-TRESPASSING
2015-05,266999,5,38,4399 FOREST PARK AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266510,2,15,3631 GRAVOIS AVE,PUBLIC ORDER-TRESPASSING
2015-05,266999,2,15,3631 GRAVOIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,1,4,4362 HOLLY HILLS BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,241100,5,53,1408 N KINGSHIGHWAY BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,241100,3,24,2607 GRAVOIS AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,241100,5,38,410 S EUCLID AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,229999,2,81,4256 MAGNOLIA AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2015-05,250000,4,37,212 S GRAND BLVD,LOITERING-BEGGING
2015-05,250000,4,35,900 N BROADWAY,LOITERING-BEGGING
2015-05,241100,4,35,700 CLARK AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266999,5,48,5629 ENRIGHT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,6,71,4906 W FLORISSANT AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266510,4,35,911 WASHINGTON AVE,PUBLIC ORDER-TRESPASSING
2015-05,241100,1,1,3805 WEBER RD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,241100,4,36,2005 LOCUST ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,241100,6,85,0 OFALLON PARK,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,250000,3,23,1900 S JEFFERSON AVE,LOITERING-BEGGING
2015-05,229999,4,35,900 N BROADWAY,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,266999,6,73,6042 GOODFELLOW BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,250000,4,35,500 WASHINGTON AVE,LOITERING-BEGGING
2015-05,229999,1,5,4200 MORGANFORD RD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,250000,4,35,400 CONVENTION PZ,LOITERING-BEGGING
2015-05,182400,1,17,4435 MICHIGAN AVE,DRUGS-POSSESSION/MARIJUANA
2015-05,229999,3,21,800 LAFAYETTE AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,229999,4,62,0 N 13TH ST / CASS AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,241100,4,35,910 CHESTNUT ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266999,1,2,8100 MINNESOTA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,4,59,3124 BRANTNER PL,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,229999,3,20,1820 S 7TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,250000,4,62,1000 N BROADWAY,LOITERING-BEGGING
2015-05,229999,4,36,1701 MARKET ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,266999,5,46,5708 KINGSBURY PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,1,2,0 IVORY AVE / PRIMM ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266510,3,33,1450 PEABODY CT,PUBLIC ORDER-TRESPASSING
2015-05,229999,3,21,801 LAFAYETTE AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,250000,4,35,200 S 8TH ST,LOITERING-BEGGING
2015-05,250000,4,35,100 S BROADWAY,LOITERING-BEGGING
2015-05,241100,4,35,737 S BROADWAY,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266999,2,15,3537 MORGANFORD RD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,250000,4,35,720 CLARK AVE,LOITERING-BEGGING
2015-05,250000,4,35,801 CLARK AVE,LOITERING-BEGGING
2015-05,250000,4,35,799 N 4TH ST,LOITERING-BEGGING
2015-05,250000,4,35,400 S BROADWAY,LOITERING-BEGGING
2015-05,250000,4,35,700 CLARK AVE,LOITERING-BEGGING
2015-05,250000,4,35,800 SPRUCE ST,LOITERING-BEGGING
2015-05,266999,6,71,5310 N EUCLID AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266999,3,23,1900 S JEFFERSON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,229999,3,30,2619 S JEFFERSON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,182400,4,36,0 N JEFFERSON AVE / OLIVE ST,DRUGS-POSSESSION/MARIJUANA
2015-05,241100,3,34,915 HICKORY ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266999,6,74,8650 ORIOLE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266510,2,9,6935 SUTHERLAND AVE,PUBLIC ORDER-TRESPASSING
2015-05,250000,4,36,1251 WASHINGTON AVE,LOITERING-BEGGING
2015-05,250000,4,37,0 FOREST PARK AVE / S GRAND BLVD,LOITERING-BEGGING
2015-05,266510,4,36,1820 MARKET ST,PUBLIC ORDER-TRESPASSING
2015-05,266999,6,66,1812 E PRAIRIE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2015-05,266999,1,6,5404 NAGEL AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,250000,4,35,675 S 7TH ST,LOITERING-BEGGING
2015-05,229999,4,36,400 N 13TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,266510,4,35,400 S 4TH ST,PUBLIC ORDER-TRESPASSING
2015-05,241100,5,50,5322 TERRY AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266999,1,17,4423 NEBRASKA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,182400,4,35,0 N 1ST ST / LACLEDES LANDING BL,DRUGS-POSSESSION/MARIJUANA
2015-05,266999,1,6,6211 S KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,2,11,6622 ODELL ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2015-05,250000,1,1,6900 IDAHO AVE,LOITERING-BEGGING
2015-05,250000,2,13,1324 RUSSELL,LOITERING-BEGGING
2015-05,229999,1,17,4300 S BROADWAY,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,266510,4,37,3628 LINDELL BLVD,PUBLIC ORDER-TRESPASSING
2015-05,241100,4,36,1610 OLIVE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,241100,6,72,5074 GENEVIEVE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,229999,4,35,600 CHESTNUT ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,229999,4,35,445 MEMORIAL DR,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,266999,4,37,3560 SCOTT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,229999,3,24,2615 GRAVOIS AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,229999,5,58,3909 PAGE BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2015-05,250000,4,35,800 N 3RD ST,LOITERING-BEGGING
2015-05,266999,5,78,1421 BELT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,241100,1,4,6270 GOENER AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,250000,4,35,600 N BROADWAY,LOITERING-BEGGING
2015-05,229999,3,33,1300 SAINT ANGE CT,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2015-05,182400,3,20,1820 S WHARF ST,DRUGS-POSSESSION/MARIJUANA
2015-05,250000,4,35,700 CLARK AVE,LOITERING-BEGGING
2015-05,266510,2,40,1187 S KINGSHIGHWAY BLVD,PUBLIC ORDER-TRESPASSING
2015-05,241100,2,14,5029 THOLOZAN AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266510,3,23,2310 S JEFFERSON AVE,PUBLIC ORDER-TRESPASSING
2015-05,241100,1,17,4421 MINNESOTA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2015-05,266999,1,1,6801 ALABAMA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2015-05,266510,6,56,3953 GREER AVE,PUBLIC ORDER-TRESPASSING
2015-05,250000,4,35,900 CLARK AVE,LOITERING-BEGGING
2015-05,241100,2,41,5600 OAKLAND AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
